latitude,longitude,bright_ti4,acq_date,frp,country
40.01202,44.4655,343.3,2024-03-15,4.74,Armenia
40.72449,43.97961,337.53,2024-09-03,1.75,Armenia
41.0743,43.77871,333.79,2024-09-12,3.33,Armenia
40.46996,44.92584,333.85,2024-04-29,3.27,Armenia
40.03763,44.45043,325.78,2024-03-05,0.99,Armenia
40.20612,44.31034,309.74,2024-04-15,1.09,Armenia
40.1054,44.54716,340.21,2024-08-15,4.11,Armenia
40.10235,44.47646,331.0,2024-06-30,2.03,Armenia
40.22141,45.83951,333.35,2024-09-08,1.45,Armenia
40.81324,43.81511,331.31,2024-07-11,2.39,Armenia
40.05655,43.84439,331.58,2024-08-02,3.52,Armenia
41.12576,44.32938,329.2,2024-10-06,3.22,Armenia
40.07654,44.34685,341.08,2024-09-09,11.24,Armenia
40.41555,44.98317,326.21,2024-10-27,7.23,Armenia
40.19405,43.75008,330.18,2024-02-25,4.25,Armenia
39.53223,46.49051,331.98,2024-09-09,4.38,Armenia
40.60922,45.2146,349.49,2024-04-18,16.9,Armenia
40.2659,45.6724,331.92,2024-09-02,3.58,Armenia
41.10651,43.59306,327.8,2024-10-07,3.77,Armenia
40.65001,43.78118,346.45,2024-09-13,2.92,Armenia
40.26484,45.75311,338.61,2024-08-29,2.52,Armenia
40.30949,45.77434,329.99,2024-11-09,10.39,Armenia
39.50039,46.18164,334.14,2024-12-25,7.49,Armenia
39.57499,46.10254,336.57,2024-10-08,6.46,Armenia
41.11716,44.40859,331.98,2024-11-06,3.18,Armenia
40.17789,45.80685,345.16,2024-04-01,7.2,Armenia
39.98834,44.55474,332.85,2024-02-21,2.55,Armenia
40.18659,45.88319,338.59,2024-11-02,3.86,Armenia
41.079,44.25877,345.84,2024-10-07,4.73,Armenia
40.01715,44.03185,330.84,2024-10-02,8.37,Armenia
40.81041,44.23253,338.8,2024-11-05,25.62,Armenia
39.98993,44.467,341.89,2024-02-20,4.59,Armenia
40.26687,45.73435,332.88,2024-09-06,1.31,Armenia
40.05888,44.30879,328.31,2024-02-06,2.82,Armenia
39.85582,44.73118,296.47,2024-12-24,0.82,Armenia
40.5168,43.73138,346.16,2024-09-12,7.17,Armenia
40.74105,44.56386,354.48,2024-04-25,10.23,Armenia
40.82952,43.87583,333.28,2024-08-24,1.58,Armenia
39.47307,45.95127,336.84,2024-08-29,9.35,Armenia
40.99762,44.48155,337.33,2024-09-26,4.08,Armenia
40.85455,45.51508,341.33,2024-04-01,6.08,Armenia
39.94089,44.87071,331.4,2024-04-13,1.54,Armenia
40.75433,43.89442,330.12,2024-10-06,2.96,Armenia
39.91218,44.75259,328.22,2024-03-05,2.57,Armenia
40.97138,44.55378,331.97,2024-09-03,1.13,Armenia
40.41582,44.99348,337.19,2024-10-27,9.18,Armenia
39.87869,44.64134,330.75,2024-10-13,2.15,Armenia
40.60313,44.06944,349.16,2024-04-17,6.25,Armenia
39.85656,44.73322,305.12,2024-08-18,0.64,Armenia
40.68746,43.79546,335.0,2024-08-06,10.44,Armenia
40.10531,44.54517,315.98,2024-08-11,2.97,Armenia
40.40442,44.99969,341.91,2024-10-28,6.46,Armenia
39.94608,44.53493,325.03,2024-02-27,2.27,Armenia
40.1559,44.44753,339.22,2024-10-07,8.93,Armenia
40.64219,43.80449,327.75,2024-09-30,5.82,Armenia
40.75223,43.77866,332.33,2024-04-04,2.05,Armenia
40.46917,44.40245,341.74,2024-11-07,6.51,Armenia
40.20128,44.24582,338.31,2024-07-31,4.3,Armenia
39.53746,46.4104,340.25,2024-09-08,7.59,Armenia
40.08937,44.2409,336.46,2024-11-01,2.77,Armenia
41.07692,44.25362,339.07,2024-11-06,4.67,Armenia
40.59738,44.06848,343.08,2024-04-17,3.91,Armenia
40.24344,44.58448,335.32,2024-11-07,2.37,Armenia
40.0702,44.11485,336.15,2024-08-04,2.97,Armenia
39.85433,44.73468,300.51,2024-08-17,0.34,Armenia
40.13549,44.30508,351.9,2024-07-23,26.82,Armenia
40.21646,45.68191,326.09,2024-10-06,6.14,Armenia
40.18453,44.56963,333.98,2024-06-12,1.63,Armenia
40.40852,45.03432,333.91,2024-11-01,24.41,Armenia
40.80899,43.89924,343.61,2024-10-10,3.71,Armenia
40.99985,44.40161,332.29,2024-11-07,3.33,Armenia
40.14628,45.2119,338.29,2024-09-03,4.67,Armenia
40.79571,43.92251,339.56,2024-08-19,4.39,Armenia
40.67991,44.20207,355.45,2024-09-30,11.15,Armenia
40.22277,43.73687,336.87,2024-04-20,10.12,Armenia
40.16179,45.53473,328.08,2024-11-22,4.95,Armenia
39.97394,44.55043,328.88,2024-11-24,2.64,Armenia
40.60457,45.16347,335.06,2024-04-25,3.61,Armenia
41.13702,44.41982,349.96,2024-11-06,19.42,Armenia
40.21982,45.84513,303.2,2024-09-08,1.28,Armenia
40.27561,45.02764,326.29,2024-11-14,3.19,Armenia
40.84509,45.55498,326.81,2024-02-10,5.36,Armenia
40.61996,45.1806,339.95,2024-11-14,13.62,Armenia
40.09416,44.45348,334.66,2024-08-18,2.81,Armenia
40.22661,45.81586,337.22,2024-09-02,5.67,Armenia
40.01618,43.98772,343.04,2024-10-10,5.92,Armenia
40.22166,43.72782,332.53,2024-04-26,0.62,Armenia
40.00589,44.44707,333.15,2024-03-04,2.34,Armenia
40.60529,43.80903,331.31,2024-10-05,1.69,Armenia
39.85702,44.73387,304.08,2024-08-13,0.97,Armenia
40.04454,44.08582,334.58,2024-02-26,2.97,Armenia
40.09859,44.41022,333.59,2024-04-03,0.84,Armenia
40.62313,43.80546,351.6,2024-03-12,5.51,Armenia
40.09191,44.09162,327.65,2024-03-31,6.07,Armenia
40.15811,44.20645,323.01,2024-07-05,1.44,Armenia
40.09925,44.23529,329.42,2024-02-25,2.05,Armenia
40.20298,44.31038,295.24,2024-04-23,0.39,Armenia
40.19292,45.8162,335.95,2024-10-10,2.97,Armenia
40.86938,45.42525,339.65,2024-12-16,5.88,Armenia
39.85384,44.73568,297.1,2024-04-28,0.53,Armenia
39.85468,44.73351,295.59,2024-03-27,0.89,Armenia
41.12481,44.3434,332.2,2024-09-14,5.48,Armenia
40.32842,44.46269,300.33,2024-06-16,0.47,Armenia
41.06618,43.57322,327.68,2024-10-29,1.83,Armenia
40.73306,44.57885,327.3,2024-11-01,5.41,Armenia
40.74051,44.56755,306.62,2024-11-01,0.48,Armenia
40.03964,44.3949,332.71,2024-04-01,2.58,Armenia
40.2102,45.68537,337.06,2024-10-06,6.14,Armenia
39.08949,46.23201,300.84,2024-10-13,1.91,Armenia
40.05186,44.56189,337.52,2024-05-29,11.03,Armenia
40.18097,44.52244,333.54,2024-05-27,2.94,Armenia
39.85674,44.73303,298.93,2024-07-20,0.67,Armenia
40.01313,44.02662,339.81,2024-07-28,5.98,Armenia
40.13729,44.14745,342.36,2024-10-28,10.06,Armenia
40.30389,44.3007,328.69,2024-02-28,1.28,Armenia
39.97568,44.57729,333.4,2024-03-15,2.19,Armenia
40.1962,45.85041,295.37,2024-09-01,1.52,Armenia
41.12079,44.40464,349.49,2024-11-06,8.04,Armenia
41.11865,44.18424,334.14,2024-09-12,4.33,Armenia
40.00344,44.50423,341.38,2024-08-19,2.0,Armenia
40.76313,43.91151,367.0,2024-08-29,18.97,Armenia
39.85578,44.7341,297.48,2024-04-24,0.88,Armenia
40.18704,44.37389,331.38,2024-07-26,0.98,Armenia
39.8553,44.734,295.67,2024-10-05,0.61,Armenia
40.19492,45.8532,316.37,2024-09-01,2.62,Armenia
39.22905,46.58064,330.89,2024-10-08,1.98,Armenia
40.13631,45.35518,330.52,2024-09-17,1.84,Armenia
40.60712,45.21177,330.06,2024-11-03,4.77,Armenia
40.23408,45.82494,332.52,2024-09-02,8.27,Armenia
39.73222,44.83181,352.21,2024-06-02,24.68,Armenia
40.08998,44.35927,331.39,2024-02-06,2.27,Armenia
40.30873,43.79315,336.45,2024-02-24,4.66,Armenia
39.81131,45.52618,343.61,2024-10-31,8.79,Armenia
40.48934,43.64202,340.66,2024-10-05,4.09,Armenia
39.85483,44.73223,296.48,2024-02-09,0.79,Armenia
40.42104,44.82627,326.95,2024-11-14,2.62,Armenia
41.11115,44.16113,335.76,2024-04-01,6.76,Armenia
39.57244,46.10795,342.07,2024-10-08,5.22,Armenia
39.71822,45.17216,344.4,2024-06-14,8.09,Armenia
40.04362,44.16446,336.69,2024-08-22,3.67,Armenia
40.6847,44.14261,337.04,2024-09-29,6.27,Armenia
40.60775,45.21626,344.96,2024-11-03,5.36,Armenia
40.40379,44.99423,327.82,2024-10-28,5.78,Armenia
40.48221,43.90727,338.64,2024-11-02,4.87,Armenia
41.00992,45.1957,327.96,2024-02-11,1.86,Armenia
39.85429,44.73323,295.97,2024-11-01,0.9,Armenia
40.31871,44.27316,353.78,2024-04-02,8.28,Armenia
40.11064,44.16615,325.81,2024-02-25,1.22,Armenia
40.06375,44.01344,326.23,2024-02-28,1.12,Armenia
40.24233,45.82668,338.61,2024-09-02,6.71,Armenia
39.77583,45.31725,330.41,2024-10-29,2.17,Armenia
41.13628,44.4224,355.99,2024-11-06,15.28,Armenia
40.39007,44.68977,327.76,2024-05-18,1.42,Armenia
40.28935,45.15843,343.16,2024-10-26,5.61,Armenia
40.39598,45.06712,367.0,2024-11-23,15.29,Armenia
40.38659,45.20801,341.48,2024-10-05,4.1,Armenia
40.05461,44.20998,338.93,2024-02-21,2.48,Armenia
40.48573,43.66538,340.09,2024-10-05,2.92,Armenia
40.22199,45.8412,310.97,2024-09-08,1.03,Armenia
40.84657,44.07888,338.27,2024-09-11,5.37,Armenia
40.24666,45.79108,335.9,2024-08-30,4.41,Armenia
40.38403,44.41472,333.7,2024-04-26,3.23,Armenia
41.12054,44.39957,356.26,2024-11-06,9.96,Armenia
39.85686,44.73232,308.1,2024-07-22,1.1,Armenia
40.6579,43.86556,331.52,2024-10-12,2.75,Armenia
39.46417,45.98566,348.59,2024-09-19,6.69,Armenia
40.09512,44.44948,327.74,2024-02-24,2.82,Armenia
40.06083,44.24531,329.16,2024-03-04,1.2,Armenia
41.07467,44.32637,337.26,2024-01-07,6.42,Armenia
40.3299,43.73185,330.98,2024-02-29,1.78,Armenia
40.42115,44.98464,341.07,2024-10-28,7.83,Armenia
40.182,45.09725,336.26,2024-11-24,9.08,Armenia
40.25694,43.73906,334.02,2024-04-27,4.32,Armenia
40.47048,43.75295,343.83,2024-09-04,19.23,Armenia
40.76248,44.5251,325.85,2024-11-08,2.02,Armenia
39.85659,44.73273,300.57,2024-06-27,0.87,Armenia
40.16463,44.3822,307.5,2024-09-26,0.97,Armenia
40.24525,45.6705,341.22,2024-09-25,14.63,Armenia
40.13582,44.35706,327.86,2024-03-12,2.17,Armenia
39.72892,44.81891,316.03,2024-06-01,1.42,Armenia
39.09406,46.25034,302.86,2024-10-11,0.94,Armenia
39.8745,44.57075,330.54,2024-02-27,2.87,Armenia
39.61178,46.06306,341.85,2024-10-24,4.96,Armenia
39.54829,46.11508,342.73,2024-11-22,3.78,Armenia
40.98743,43.8062,336.76,2024-11-09,4.36,Armenia
39.85554,44.73145,299.36,2024-03-02,1.1,Armenia
40.00516,44.44743,367.0,2024-02-20,7.66,Armenia
40.52074,43.73021,339.94,2024-09-12,3.48,Armenia
39.85617,44.73242,302.32,2024-09-01,0.57,Armenia
39.09476,46.24598,308.07,2024-10-11,0.94,Armenia
40.0637,44.2402,329.68,2024-02-29,4.73,Armenia
40.76125,43.90539,352.45,2024-08-29,18.97,Armenia
40.64823,44.85361,341.63,2024-11-16,12.54,Armenia
40.45197,45.09364,327.22,2024-11-07,3.72,Armenia
40.10074,45.76426,343.9,2024-11-03,9.1,Armenia
40.23601,45.81656,350.86,2024-09-03,5.61,Armenia
40.02482,43.97495,328.74,2024-03-12,3.16,Armenia
40.72005,43.81296,345.24,2024-08-28,2.76,Armenia
40.20344,44.30924,304.14,2024-08-24,0.62,Armenia
40.79756,44.13499,327.61,2024-11-15,3.74,Armenia
40.0806,44.16327,340.58,2024-11-02,12.26,Armenia
12.50894,-69.9853,336.16,2024-02-24,4.48,Aruba
12.45564,-69.90689,303.64,2024-09-09,1.53,Aruba
12.54875,-70.01144,335.44,2024-01-27,4.63,Aruba
12.44548,-69.90302,304.16,2024-07-31,0.91,Aruba
-20.55024,135.09763,348.82,2024-11-06,23.38,Australia
-16.34512,131.99924,356.0,2024-04-20,36.0,Australia
-15.13771,134.47702,332.61,2024-11-05,3.14,Australia
-14.399,126.41411,331.27,2024-05-12,2.89,Australia
-12.23504,133.99391,367.0,2024-06-20,26.85,Australia
-14.75164,134.80377,354.76,2024-07-26,7.32,Australia
-20.8195,134.04485,332.27,2024-10-05,0.87,Australia
-13.78298,131.19812,346.72,2024-06-16,16.79,Australia
-17.79938,128.86719,301.86,2024-11-07,3.93,Australia
-30.84392,118.15759,298.79,2024-03-23,0.89,Australia
-17.52452,122.37079,354.45,2024-05-19,70.38,Australia
-14.87623,132.34276,326.81,2024-09-30,2.41,Australia
-20.06412,144.20688,367.0,2024-12-09,13.28,Australia
-16.64912,134.64128,332.94,2024-11-17,9.62,Australia
-35.3868,146.6532,344.27,2024-05-02,17.63,Australia
-24.78111,146.8317,316.75,2024-11-10,1.32,Australia
-11.76636,141.99437,310.31,2024-10-02,1.27,Australia
-26.30884,150.63405,307.78,2024-06-20,1.27,Australia
-28.28045,153.02454,297.75,2024-09-20,0.76,Australia
-13.68148,133.66861,299.74,2024-07-28,0.56,Australia
-21.44691,149.01453,316.28,2024-09-29,1.9,Australia
-37.28862,143.32639,334.88,2024-02-26,3.6,Australia
-31.88672,146.62854,367.0,2024-02-25,71.05,Australia
-20.8647,127.20643,310.12,2024-01-08,2.6,Australia
-16.47964,144.8494,327.9,2024-11-06,1.89,Australia
-26.29873,150.65656,314.62,2024-06-20,1.06,Australia
-33.68473,116.17603,296.89,2024-05-18,1.07,Australia
-16.78383,128.27296,341.15,2024-06-07,9.89,Australia
-13.05252,143.00888,331.75,2024-07-21,3.23,Australia
-37.19489,142.53645,305.83,2024-12-27,1.89,Australia
-35.9624,146.13655,367.0,2024-04-18,25.67,Australia
-20.61774,145.51799,317.73,2024-09-25,7.61,Australia
-20.57335,133.95674,317.72,2024-10-08,1.04,Australia
-17.13831,125.81651,367.0,2024-10-22,6.05,Australia
-36.17239,145.14966,343.2,2024-05-02,21.63,Australia
-19.33055,135.7126,367.0,2024-10-21,50.5,Australia
-19.16058,142.28697,311.99,2024-11-03,4.03,Australia
-35.50788,143.34001,303.65,2024-04-15,0.79,Australia
-14.57607,127.31003,310.62,2024-11-04,1.25,Australia
-11.60923,130.52834,346.83,2024-05-27,4.39,Australia
-18.43403,144.69901,336.81,2024-12-11,7.36,Australia
-17.71909,136.06731,352.86,2024-11-04,10.37,Australia
-19.23233,128.32658,341.02,2024-11-01,7.09,Australia
-12.37488,133.0751,337.24,2024-06-18,4.91,Australia
-19.52627,139.77075,305.86,2024-11-05,1.88,Australia
-18.17792,142.37277,354.68,2024-11-24,12.06,Australia
-16.79703,132.82635,354.7,2024-10-22,20.27,Australia
-17.99801,138.78822,367.0,2024-10-06,65.92,Australia
-14.62544,133.58844,340.32,2024-09-11,9.46,Australia
-31.15101,120.6979,347.39,2024-04-21,3.62,Australia
-19.9237,145.12706,307.57,2024-11-03,1.48,Australia
-12.31409,141.90714,336.73,2024-10-02,2.96,Australia
-14.31169,130.48555,302.86,2024-05-20,1.09,Australia
-12.6607,134.32568,338.27,2024-06-12,2.07,Australia
-20.89187,135.90999,367.0,2024-10-20,43.07,Australia
-18.23764,133.68199,355.31,2024-11-10,80.48,Australia
-13.23458,131.4046,334.54,2024-05-03,4.19,Australia
-13.55992,133.56084,350.75,2024-05-22,6.28,Australia
-12.24145,134.16118,349.36,2024-07-20,5.3,Australia
-13.60227,133.23999,339.43,2024-06-08,9.31,Australia
-24.63377,148.20956,311.85,2024-10-21,1.45,Australia
-20.35015,133.88173,334.5,2024-10-11,4.47,Australia
-12.74608,136.58028,341.3,2024-01-06,9.54,Australia
-36.02472,147.4119,298.53,2024-05-02,0.8,Australia
-16.68545,128.36171,333.0,2024-08-05,2.41,Australia
-13.3844,131.92729,343.81,2024-05-21,15.54,Australia
-18.41323,133.19789,367.0,2024-10-21,7.63,Australia
-20.9981,137.63455,313.59,2024-04-18,2.03,Australia
-22.51457,147.23712,340.29,2024-12-24,2.76,Australia
-21.88725,145.75914,354.07,2024-12-16,14.24,Australia
-25.42568,148.17145,295.88,2024-08-29,1.38,Australia
-20.79284,135.23311,351.68,2024-11-07,6.84,Australia
-21.08621,139.86522,310.45,2024-01-01,2.37,Australia
-20.94347,139.17801,356.38,2024-10-06,10.58,Australia
-17.65442,128.12184,301.59,2024-05-09,0.89,Australia
-16.76184,144.59421,305.13,2024-06-05,1.08,Australia
-15.31322,125.50928,341.16,2024-04-13,8.08,Australia
-13.70917,131.10707,343.32,2024-10-02,6.7,Australia
-20.91652,136.10576,317.2,2024-10-30,1.78,Australia
-16.87365,124.53053,311.01,2024-08-14,2.68,Australia
-15.79949,144.29091,307.84,2024-07-19,1.84,Australia
-13.6749,130.46866,354.43,2024-08-26,20.12,Australia
-32.96688,118.44637,336.52,2024-04-10,4.17,Australia
-15.56947,131.27097,321.97,2024-09-10,2.9,Australia
-18.95719,138.81805,367.0,2024-10-11,22.7,Australia
-21.09798,136.14244,307.07,2024-10-16,2.4,Australia
-21.40624,145.39424,335.49,2024-09-15,9.41,Australia
-13.20369,130.98346,341.47,2024-05-27,4.86,Australia
-14.79225,144.30882,331.59,2024-10-11,3.09,Australia
-25.92319,149.81857,331.71,2024-08-18,4.13,Australia
-21.09076,145.89624,351.21,2024-09-22,7.95,Australia
-34.46117,150.88454,346.64,2024-04-01,6.02,Australia
-25.00291,147.47032,299.79,2024-10-08,1.68,Australia
-20.99465,136.14615,318.29,2024-10-31,12.57,Australia
-21.32953,123.82815,333.59,2024-01-16,6.99,Australia
-21.02473,140.53902,367.0,2024-10-25,35.87,Australia
-29.6173,152.52574,329.55,2024-09-02,5.38,Australia
-32.98891,116.19679,311.6,2024-05-17,4.31,Australia
-16.32416,142.43472,313.86,2024-11-08,0.99,Australia
-12.16448,134.25874,347.4,2024-10-18,9.96,Australia
-19.04768,134.59108,322.19,2024-10-09,7.5,Australia
-14.71284,127.25594,340.18,2024-05-02,14.05,Australia
-14.85434,144.72205,347.9,2024-08-06,8.11,Australia
-21.6749,116.14771,348.29,2024-01-13,11.66,Australia
-15.49608,125.17081,309.04,2024-10-24,3.14,Australia
-15.88746,131.4958,352.47,2024-10-22,36.1,Australia
-14.45443,130.19521,354.81,2024-06-16,4.94,Australia
-12.71196,132.01212,334.65,2024-01-04,1.9,Australia
-14.07267,134.72699,336.46,2024-06-18,2.77,Australia
-20.64747,139.30315,315.38,2024-04-07,1.53,Australia
-21.0361,139.6478,348.09,2024-10-22,6.71,Australia
-16.45904,142.42958,350.92,2024-11-04,156.71,Australia
-13.31601,133.84787,337.95,2024-07-05,12.08,Australia
-21.57151,132.35944,356.64,2024-10-20,14.59,Australia
-16.51651,126.70064,319.32,2024-05-21,2.99,Australia
-36.70098,141.69337,367.0,2024-03-15,28.34,Australia
-22.7515,146.26541,367.0,2024-10-29,44.93,Australia
-17.19223,143.0816,333.22,2024-11-15,1.16,Australia
-22.08082,148.90746,329.03,2024-07-12,3.68,Australia
-19.19567,128.17519,296.91,2024-04-30,0.43,Australia
-20.32614,138.72169,355.35,2024-10-10,9.36,Australia
-21.14446,136.22659,345.79,2024-10-16,6.46,Australia
-19.02483,127.48075,322.21,2024-11-03,2.56,Australia
-20.80321,140.58954,342.35,2024-10-26,3.38,Australia
-14.81277,134.26627,344.48,2024-11-22,17.89,Australia
-21.88309,123.1352,311.5,2024-01-18,1.06,Australia
-17.46213,122.28304,322.25,2024-05-20,2.93,Australia
-34.76836,117.53948,354.28,2024-11-11,38.5,Australia
-18.15155,132.77397,367.0,2024-10-31,52.8,Australia
-16.2268,123.66438,317.1,2024-05-19,1.5,Australia
-31.23667,148.60976,298.26,2024-08-09,0.87,Australia
-13.53195,132.07886,346.13,2024-09-15,15.33,Australia
-27.92277,152.39032,308.65,2024-08-29,1.08,Australia
-29.11061,150.0121,353.33,2024-05-22,10.6,Australia
-21.0223,135.65788,367.0,2024-10-26,58.13,Australia
-18.2544,144.75859,341.71,2024-12-10,3.44,Australia
-16.19941,128.0157,351.49,2024-04-13,4.7,Australia
-18.19177,133.75558,331.65,2024-11-12,4.29,Australia
-14.51239,125.49866,331.81,2024-01-02,3.85,Australia
-18.03849,132.49091,317.06,2024-10-12,2.45,Australia
-14.18254,136.93782,346.48,2024-10-07,14.53,Australia
-16.72905,143.14427,367.0,2024-11-08,12.66,Australia
-19.36114,144.40529,299.03,2024-11-17,1.01,Australia
-17.30718,133.69009,349.37,2024-10-12,18.6,Australia
-21.58878,145.4882,338.99,2024-12-31,10.58,Australia
-21.03734,136.1335,338.73,2024-11-01,2.87,Australia
-20.29288,132.28874,304.37,2024-12-29,1.36,Australia
-19.42523,142.66612,346.06,2024-10-22,25.3,Australia
-14.63186,126.0548,367.0,2024-04-21,13.66,Australia
-16.6281,130.27718,340.25,2024-11-09,6.53,Australia
-15.55511,125.45808,311.48,2024-04-12,0.86,Australia
-20.30869,138.73589,338.93,2024-10-11,7.74,Australia
-15.67738,125.02505,333.21,2024-05-18,1.23,Australia
-19.17792,142.19888,310.15,2024-11-06,3.21,Australia
-14.55735,143.65633,354.85,2024-10-04,13.15,Australia
-23.77332,151.20802,306.91,2024-11-04,1.2,Australia
-16.72223,122.95628,347.02,2024-08-02,3.92,Australia
-17.6331,135.26788,332.89,2024-09-30,4.58,Australia
-18.66889,133.6799,334.83,2024-11-04,6.92,Australia
-41.13526,146.85457,302.72,2024-04-21,1.37,Australia
-19.66501,145.23347,342.07,2024-11-16,5.09,Australia
-14.45144,130.20287,337.5,2024-06-17,3.49,Australia
-16.70105,142.47949,349.59,2024-11-05,12.17,Australia
-28.9832,152.24701,314.25,2024-09-07,1.35,Australia
-33.02567,117.2542,343.15,2024-04-03,6.59,Australia
-15.70335,143.95976,303.05,2024-07-21,1.33,Australia
-12.16213,136.5363,319.06,2024-11-16,3.87,Australia
-24.87425,146.71643,325.88,2024-10-26,4.4,Australia
-13.48432,132.05589,356.24,2024-09-16,20.54,Australia
-21.73346,134.03004,337.61,2024-10-20,3.43,Australia
-20.78718,119.59108,305.71,2024-11-30,1.09,Australia
-25.49372,147.37206,355.31,2024-09-24,10.47,Australia
-14.51063,133.15784,343.89,2024-08-26,4.67,Australia
-33.41241,145.80994,301.56,2024-07-05,0.75,Australia
-22.32164,123.26481,350.55,2024-11-13,13.09,Australia
-17.30592,135.49254,300.1,2024-05-18,3.75,Australia
-23.07719,150.03203,332.31,2024-02-02,2.89,Australia
-13.14007,132.48686,333.45,2024-08-08,3.97,Australia
-12.40424,130.63162,330.83,2024-05-21,2.51,Australia
-32.82017,116.15368,296.2,2024-05-22,0.76,Australia
-16.5032,124.96509,347.3,2024-04-22,4.47,Australia
-15.85138,143.91483,296.38,2024-07-17,1.53,Australia
-19.31639,143.27129,339.95,2024-11-07,15.29,Australia
-20.64909,145.20108,353.04,2024-11-04,7.39,Australia
-21.04563,139.67757,308.42,2024-10-23,1.97,Australia
-19.02251,139.23482,323.46,2024-12-27,4.02,Australia
-16.21125,134.04269,351.86,2024-11-17,8.18,Australia
-20.84321,122.83282,312.92,2024-01-09,6.0,Australia
-10.93297,142.26836,350.57,2024-10-03,12.24,Australia
-16.20168,143.74178,331.63,2024-05-25,2.24,Australia
-15.54161,141.67685,335.38,2024-10-24,3.21,Australia
-16.58345,124.62785,354.39,2024-08-10,62.55,Australia
-17.09458,145.40367,324.7,2024-05-10,1.49,Australia
-19.45816,138.44762,308.74,2024-10-16,2.1,Australia
-12.9401,132.31635,337.47,2024-07-03,2.87,Australia
-15.32871,127.98338,305.84,2024-05-28,1.37,Australia
-16.14989,141.82178,301.37,2024-07-03,0.41,Australia
-12.05496,134.10934,351.8,2024-06-08,118.98,Australia
-18.71793,138.83809,367.0,2024-10-09,0.0,Australia
-18.03418,122.76605,325.42,2024-05-21,3.62,Australia
-21.33466,116.15444,340.09,2024-12-20,14.33,Australia
-12.06776,134.15031,351.65,2024-06-07,19.65,Australia
-19.32017,139.43329,341.86,2024-01-01,4.84,Australia
-20.97131,124.73363,353.72,2024-01-04,8.07,Australia
-24.77227,146.93996,303.29,2024-09-01,0.86,Australia
-15.80135,125.34476,337.78,2024-04-14,5.37,Australia
-29.74965,151.97343,367.0,2024-10-08,14.64,Australia
-21.82355,139.72823,314.65,2024-10-07,2.56,Australia
-24.94135,147.6268,341.03,2024-09-22,3.25,Australia
-17.02147,134.86073,347.44,2024-11-16,6.42,Australia
-19.50221,145.32242,343.87,2024-12-10,5.7,Australia
-19.35568,128.20604,313.79,2024-11-04,4.5,Australia
-15.65382,133.98779,309.28,2024-11-11,1.37,Australia
-20.77894,134.66138,309.59,2024-10-25,3.96,Australia
-13.74396,135.28279,343.09,2024-07-25,25.01,Australia
-24.52514,150.47139,343.98,2024-08-24,12.84,Australia
-15.03588,127.48579,335.06,2024-05-15,2.26,Australia
-13.44314,130.99727,367.0,2024-08-01,18.6,Australia
-22.86989,126.32462,352.35,2024-02-16,10.88,Australia
-19.71957,129.06721,337.78,2024-10-26,1.87,Australia
-37.35295,147.13054,295.38,2024-03-27,0.68,Australia
-26.26977,151.56407,340.66,2024-08-27,13.66,Australia
-14.62096,143.62466,343.06,2024-10-06,6.14,Australia
-15.11576,131.51106,340.31,2024-11-03,42.7,Australia
-16.06116,128.52953,367.0,2024-04-21,35.01,Australia
-27.41753,148.07605,341.57,2024-09-19,3.99,Australia
-13.15746,135.36394,345.22,2024-08-13,11.96,Australia
-18.53296,127.78015,367.0,2024-09-12,14.93,Australia
-35.24309,139.84184,331.5,2024-05-27,3.0,Australia
-18.54753,133.57104,307.91,2024-11-08,6.48,Australia
-17.41116,145.38176,331.32,2024-10-26,2.78,Australia
-16.69794,126.42638,344.53,2024-08-30,11.39,Australia
-17.3573,134.56241,344.49,2024-11-16,6.09,Australia
-14.09387,130.09558,348.66,2024-06-22,16.17,Australia
-17.82686,133.73141,344.67,2024-11-14,8.51,Australia
-25.55854,149.09842,297.23,2024-09-22,0.92,Australia
-15.7317,125.9155,310.16,2024-04-21,1.11,Australia
-14.23135,130.20169,331.84,2024-04-27,7.56,Australia
-20.60568,130.62602,332.75,2024-08-22,3.31,Australia
-17.06088,136.62766,339.05,2024-09-13,4.71,Australia
-18.56255,125.10719,336.85,2024-06-23,5.93,Australia
-16.17174,127.86272,352.47,2024-10-02,9.71,Australia
-30.86429,121.49638,296.24,2024-06-03,0.88,Australia
-23.97135,148.01619,348.94,2024-12-24,5.51,Australia
-11.66514,131.02571,353.28,2024-07-19,26.94,Australia
-19.19982,138.85905,355.31,2024-09-14,54.89,Australia
-33.1699,148.45869,341.5,2024-04-12,7.71,Australia
-34.06884,116.04778,338.5,2024-10-24,3.87,Australia
-20.42155,144.76862,348.66,2024-11-10,9.01,Australia
-20.6681,139.06456,307.41,2024-04-09,1.37,Australia
-17.34029,135.41959,350.99,2024-11-16,8.58,Australia
-15.76932,128.71846,332.91,2024-05-28,3.2,Australia
-17.51864,128.12794,346.61,2024-08-14,7.85,Australia
-16.59284,142.77216,354.24,2024-11-08,11.28,Australia
-18.95166,138.9566,336.91,2024-09-14,4.81,Australia
-14.25051,133.49353,335.2,2024-08-18,3.26,Australia
-33.81468,117.6433,337.31,2024-04-19,4.03,Australia
-16.8391,142.42004,337.68,2024-07-26,7.32,Australia
-13.34089,135.1451,337.2,2024-08-14,4.19,Australia
-31.47189,117.25882,367.0,2024-01-14,25.64,Australia
